_unit_id_,golden,trusted_judgements,correct_category,correct_category_conf,orig_trusted_judgements,orig_unit_id,orig_unit_state,gold_answer,sentiment,tweet_id,tweet_body
315120739,FALSE,10,Yes,0.9039,20,1,finalized,,Tweet not related to weather condition,84320333,If you got on walmart snow boots in yo twitcon #sityoassdown. You are not badd.
315121057,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84320252,#storm yeah? {link}/
315121271,FALSE,10,Yes,1,20,1,finalized,,Negative,84320238,I hope it won't be too hot in the morning! Jacksonville weather be on hell+2 degrees!
315121048,FALSE,10,Yes,0.8002,20,1,finalized,,Neutral / author is just sharing information,84320229,Audible! Skipping KY weather; are now Nashville bound.
315121255,FALSE,10,Yes,1,20,1,finalized,,Negative,84320081,This weather is depressing.
315121599,FALSE,10,Yes,0.7003,20,1,finalized,,Neutral / author is just sharing information,84319834,"Local6: Mail Fail: When Deliveries Go Wrong: Through rain or shine, snow or sleet, the mail always gets delivere... {link}"
315120849,FALSE,10,Yes,1,20,1,finalized,,Negative,84319756,hot weather puts me in a bad mood .
315120745,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84319723,"After being told no pink for decades USDA now says cooked pork can be pink, @ 145 degrees not 160. Next will they admit alien UFO's are real"
315121315,FALSE,10,Yes,1,20,1,finalized,,Negative,84319703,What's going on with everyone on this rainy gloomy day? Me just getting ready to go to the grocery store.
315121426,FALSE,10,Yes,0.6965,20,1,finalized,,Negative,84319654,A friend of mine named Judy and family are en route right thru the path of storm to KC. Prayers plz.
315121280,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84319495,"RT @mention: TORNADO WARNING N central TX TORNADO NEAR SAGINAW...MOVING EAST SOUTHEAST AT 40 MPH.  SOFTBALL SIZED HAIL {link} ..."
315121012,FALSE,10,Yes,0.8998,20,1,finalized,,Positive,84319348,RT @mention: Beautiful weather brings every1 n their mama out SHEESH&lt;&lt; Tell one of dem moms to feed me!!
315120761,FALSE,10,Yes,0.8977,20,1,finalized,,Positive,84319101,@mention At least it ain't snow!
315121403,FALSE,10,Yes,0.7997,20,1,finalized,,Negative,84318962,"May be a long night.  More bad weather to come, so please limit travel and listen to warning sirens or alerts on the radio & t.v."
315121104,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84318849,@mention been chatting up a storm on #BlackberryMessenger with a bunch of cool MMA people
315121181,FALSE,10,Yes,1,20,1,finalized,,Positive,84318790,Bring on the sunshine bring on the good times :) #summer2011
315121340,FALSE,10,Yes,0.8997,20,1,finalized,,Negative,84318783,Man its so windy out here
315121240,FALSE,10,Yes,1,20,1,finalized,,Negative,84318394,It is hot ass hell outside
315121199,FALSE,10,Yes,0.8039,20,1,finalized,,Negative,84318313,Its a million degrees
315121570,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84318290,"Severe Weather In Dallas Causes Flight Delays, Diversions In SA from KSAT - Local News {link}"
315120875,FALSE,10,Yes,1,20,1,finalized,,Negative,84318238,"Dear #sanfrancisco, this weather blows. Rain? In may? Um no thank you. Please, get it together. Thanks"
315120913,FALSE,10,Yes,0.8973,20,1,finalized,,Negative,84318134,RT @mention: they just interrupted the emergency weather program with another emergency weather warning. TAKING OUR ASSES TO THE BATH ...
315120907,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84318062,"RT @mention: Weather spotters report #tornado moving toward Joplin, Missouri, at 45 mph {link}"
315121193,FALSE,10,Yes,1,20,1,finalized,,Positive,84318040,Tomorrows 82 degrees ? thats what im fuckin talking abt ^_^ .
315120912,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84318003,Watch KNWA now. Dan Skoff & Clint Boone are tracking severe weather in Benton County. Possible tornadoes may be brewing
315121608,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84317814,New event. Severe Thunderstorm Warning from 5/25/2011 1:15 PM to 2:15 PM CDT for Christian Coun... Read more at {link}
315120930,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84317772,Severe Thunderstorm Warning for Camden and Miller County until 2:00pm. #MidMoWx
315121575,FALSE,10,Yes,1,20,1,finalized,,Negative,84317743,@mention i hope!! i've been sick as a dog lately. fucking weather has me screwed up. :-(
315121543,FALSE,10,Yes,0.7953,20,1,finalized,,Negative,84317684,On my way to the Train... Storm comes at 5 my train leaves at 5:15 =O
315120969,FALSE,10,Yes,0.6946,20,1,finalized,,Positive,84317524,Another amazing Southern Hemisphere weather appropriate garment... {link}
315120794,FALSE,10,Yes,0.8978,20,1,finalized,,Neutral / author is just sharing information,84317392,"If you're in need of any huge logs or branches, there are plenty floating in the Yellowstone River right now. #rain #flooding #Billings"
315121569,FALSE,10,Yes,0.8987,20,1,finalized,,Negative,84317373,Absolutely FREEZING after lunch. I need to warm up!
315121658,FALSE,10,Yes,1,20,1,finalized,,Positive,84314916,Shoutout to the sunshine this morning #EastSide #Tacoma
315121610,FALSE,10,Yes,0.899,20,1,finalized,,Negative,84314858,VA drive carefully.  Hopefully the storm doesn't hit us too bad.  I'm good as long as the power stays on.
315121177,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84314756,Ohio Tornado Database contains reports of over 950 tornadoes that have touched down in Ohio between 1950-2010. {link} @mention
315120741,FALSE,10,Yes,1,20,1,finalized,,Positive,84314754,Catch The Fish Folks tomorrow at the Weds Downtown Farmers' Market 4-7.  Weather will be great - Copper River Sockeye salmon at great...
315121595,FALSE,10,Yes,1,20,1,finalized,,Negative,84314450,It's hot as fuck outside . If y'all going out put on extra deodorant
315121102,FALSE,10,Yes,0.802,20,1,finalized,,Tweet not related to weather condition,84314399,"It's not storm damage or budget negotiations, but many Minnesota military families are facing hardships now too. {link}"
315121557,FALSE,10,Yes,0.8971,20,1,finalized,,Positive,84314382,@mention I've heard the weather is lovely up there!
315121452,FALSE,10,Yes,1,20,1,finalized,,Negative,84314324,"@mention ...I am thinking you do not need another coat :p HOWEVER, if the weather there is as bad as my exboyf says, mayhap you do.."
315121216,FALSE,10,Yes,0.7006,20,1,finalized,,Positive,84314215,I don't mind the rain... your face is like sunshine &lt;3 &lt;3 &lt;3
315121039,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84314150,Wednesday - Partly sunny. Slight chance of rain showers in the morning...then a slight chance of thunderstorms in...  {link}
315121439,FALSE,10,Yes,1,20,1,finalized,,Negative,84314069,Its hot as a BITCH outside !
315121530,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84313924,@mention smoke rollin out the window an ice cold beer sittin in the console :)
315120758,FALSE,10,Yes,0.8009,20,1,finalized,,Positive,84313808,It honestly sounds more like Florida weather RT @mention: @mention never been to Texas to compare. P.S. its sunny again lol
315121270,FALSE,10,Yes,1,20,1,finalized,,Positive,84313769,Loving this weather (:
315121109,FALSE,10,Yes,1,20,1,finalized,,Negative,84313582,It's too hot out. Fuckin aye
315121597,FALSE,10,Yes,0.7001,20,1,finalized,,Positive,84313575,@mention we have it here in Blue Ash. We waited out the storm eating fabulous burgers at the Oakley Pub. :)
315121145,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84313551,"RT @mention: Check out the ENTIRE album here!!! {link} then buy it, cuz it's HOT!!!!!"
315121337,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84313212,"BLOG: Another Day, Another Round Of Thunderstorms {link}"
315121548,FALSE,10,Yes,1,20,1,finalized,,Negative,84313204,- this house is beyond cold..feels like imm layin inside a freezer..can we please turn OFF the A.C.. #freezing
315121681,FALSE,10,Yes,0.9029,20,1,finalized,,Negative,84313129,"Guess another severe #Thunderstorm is heading toward #WV. :-/  #NoMoreRain"
315121361,FALSE,10,Yes,1,20,1,finalized,,Positive,84313039,"RT @mention: Who's excited for TPC this weekend? Sunshine,  beach & golf - life is good!"
315120766,FALSE,10,Yes,0.7041,20,1,finalized,,Negative,84312991,Thinking the cloudy super cool weather is making me xtra sleepy 2day
315121679,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84312749,"RT @mention: RT @mention: BREAKING: Large, wedge tornado on the ground coming into Okla City LIVE on our weather blog {link} ..."
315120742,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84312699,"Tornado season really is nvr over. If its a severe thunderstorm, a tornado can form RT @mention How long is (cont) {link}"
315121420,FALSE,10,Yes,0.8013,20,1,finalized,,Neutral / author is just sharing information,84312586,@mention u like to swim when its cold outside....
315121687,FALSE,10,Yes,0.9001,20,1,finalized,,Negative,84312565,RT @mention: Do NOT go out to move your car in a hail storm. Your car can be fixed. You might not be fixable. #preparenow
315120911,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84312474,"Listening to KFOR-TV via Weather Channel -- they are reporting tornado is 1/2 mile wide, debris 1.5 miles around tornado"
315121451,FALSE,10,Yes,0.806,20,1,finalized,,Tweet not related to weather condition,84312401,@mention listening to jdb before I go to bed.. It makes mr miss sophomore year and the exchange that summer we were storm chasers :)
315121019,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84312057,"Reed Timmer is following Fairview storm right now, while launching 6 probes into large tornado."
315120925,FALSE,10,Yes,1,20,1,finalized,,Negative,84311983,"Needless to say, it is scorching out. I am still hot and I have been back inside for quite some time now."
315121410,FALSE,10,Yes,0.9035,20,1,finalized,,Tweet not related to weather condition,84311981,"RT @mention: Help #Joplin-The Salvation Army providing emergency relief services.   Text the word ""Joplin"" to 80888 to make a $10  ..."
315121258,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84311956,Now's the time to sign up for ABC 17 severe weather texts: {link} Follow @mention & Facebook: {link}
315120762,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84311778,I favorited a @mention video {link} Keep On The Sunny Side - June Carter Cash
315121411,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84311760,Humidity could make temps feel like 101 today {link}
315120895,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84311715,RT @mention: RT @mention: U.S. National Severe Weather Alerts Map - WeatherBug.com {link}
315120737,FALSE,10,Yes,1,20,1,finalized,,Negative,84311599,@mention storm? Be safe! The weather has been crazy lately!
315121686,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84311591,"Just saw Snow White working at Lady Foot Locker, she was looking hot, seriously, she was the fairest of the mall"
315121268,FALSE,10,Yes,0.9028,20,1,finalized,,Tweet not related to weather condition,84311584,The only thing I can do is move foward and focus on the future. As hard as it may seem it can only get better. The storm can't last forever
315121474,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84311517,Check this out #LOVE?RS was watchin @mention an came acros it dusnt she luk amazingly cutely hot? just sayin {link}
315120876,FALSE,10,Yes,0.9009,20,1,finalized,,Negative,84311234,RT @mention: Damn this thunder storm kame out of No where
315121085,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84311166,"@mention Hot Lyrics, Hot Beatz, No Deal? Get Your Music Out there with @mention"
315121079,FALSE,10,Yes,0.9031,20,1,finalized,,Tweet not related to weather condition,84311142,"Help #Joplin-The Salvation Army providing emergency relief services.   Text the word ""Joplin"" to 80888 to make a $10 donation. #CNN weather"
315121446,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84311137,Cold weather. Taylor Swift is playing. Suddenly sleepy..zzZzZ
315121615,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84311133,national storm reports... here are the raw observations for the tornado reports today. {link}
315121387,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84311097,#NEWMUSIC Sunny Black - Lets Get It In - {link} #twitraxtuesday
315120963,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84311025,Updated flood information with rain continuing....{link}/
315121230,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84310768,"D~""Driven"" aka David Zachary Rumley gettin' his ULTRA swagg on today. Watch OUT!!! He's puttin' out hot fire on... {link}"
315121235,FALSE,10,Yes,1,20,1,finalized,,Negative,84310764,RT @mention: Ahh weather.com says that our area is getting a bad storm and to stay away from windows.... Glad my beds right under a h ...
315121305,FALSE,10,Yes,0.4933,20,1,finalized,,Negative,84310560,It's gonna rain in #SanFrancisco tmr. I need to get my #run in today so tmr will b my run rest day. #weather
315120901,FALSE,10,Yes,0.8968,20,1,finalized,,Neutral / author is just sharing information,84310393,We have been Busy collecting Wal Mart Gift Cards Via Pay Pal to Give to Tornado and Storm Victims to Present to... {link}
315120752,FALSE,10,Yes,0.8016,20,1,finalized,,Tweet not related to weather condition,84308663,Blog Post: The Weather Man is Killling Golf! - {link}
315121003,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84308648,"Severe Thunderstorm Warning for Fulton, Knox, and Peoria County in IL until 7:45pm CDT. #ilwx"
315121579,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84308560,"Saw the storm damage in La Crosse, as did the gov. A WWII vet shares his storm story @mention on NBC15. {link}"
315121219,FALSE,10,Yes,0.8023,20,1,finalized,,Tweet not related to weather condition,84308521,Hot and Cold {link} #waters #hot #cold
315120829,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84308499,"@mention yeah at times it's so hard to tell who's in the lifestyle, but then when you find out it's like duh should have known. she hot?"
315121634,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84308406,"False friends are like our shadow, keeping close to us while we walk in the sunshine, but leaving us the instant... {link}"
315120983,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84308352,playin 2k and j.crawford jus did his move #cold
315120956,FALSE,10,Yes,0.8982,20,1,finalized,,Negative,84308267,RT @mention: My room is freezing
315121598,FALSE,10,Yes,0.798,20,1,finalized,,Negative,84308263,So the storm is no joke back in greensboro
315120839,FALSE,10,Yes,0.7961,20,1,finalized,,Positive,84308252,Love my new jewelry books from Powell's. Much needed inspiration on a rainy Monday.
315121333,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84308244,"#ncwx Conditions for Durham, NC at 12:49 pm EDT: Current Conditions: Partly Cloudy, 86 FForecast: Mon - Isolated Thunderstorms. High:..."
315120840,FALSE,10,Yes,1,20,1,finalized,,Positive,84307329,Had a great weekend thanks to the sunny weather. Now I have to sit inside for 8 hours at work. Boo!
315121011,FALSE,10,Yes,0.8999,20,1,finalized,,Negative,84307215,GM all looking at another rainy week don't let it make you weak!!
315120916,FALSE,10,Yes,1,20,1,finalized,,Negative,84307023,It WAS going to be sunny and 80 degrees in #Boston today (that's what they said just a few days ago.) How's  58 and rain? #enoughisenough
315120926,FALSE,10,Yes,0.8992,20,1,finalized,,Tweet not related to weather condition,84306933,"Oh, and I've been informed that I am Belle. Well, I am also, at times, Snow White."
315121178,FALSE,10,Yes,0.6996,20,1,finalized,,Negative,84306860,"RT @mention: Significant damage from a tornado in Joplin, MO.  Appears windows blown out at hospital.  Live coverage on The Weather Ch ..."
315121156,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84306829,The vent next to the toliet in the guest bathroom provides for a perfect doo doo temp. #shittertwits
315121606,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84306519,#WEATHER:  5:54 am : 66.0F. Feels F. 29.97% Humidity. 0.0MPH North Wind.
315121220,FALSE,10,No,0.4963,20,1,finalized,,Negative,84306400,Holy fucking shit I just eargasmed so hard listening to the new Cave In with an approaching storm.
315120772,FALSE,10,Yes,0.7934,20,1,finalized,,Negative,84306382,Probably Bad News: Anything For a Blizzard: Probably Bad News: Anything For a Blizzard Submitted by: Unknown Epi... {link}
315121432,FALSE,10,Yes,0.8978,20,1,finalized,,Neutral / author is just sharing information,84306362,@mention it's ok ;o) hot out tho. but cloudy.
315121683,FALSE,10,Yes,1,20,1,finalized,,Negative,84306277,"Prayers going out to Joplin, Missouri and everyone affected by all this crazy weather!"
315121056,FALSE,10,Yes,0.8976,20,1,finalized,,Positive,84306221,Last full week of school. Summertime sunshine #seeyousoon
315121480,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84306204,"Live web coverage from Springfield, MO of the #Joplin #tornado: {link}/  Thanks @mention"
315121369,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84306146,Sitting in deepsea world with a mixed slush puppy and a scone. :)
315120877,FALSE,10,Yes,1,20,1,finalized,,Positive,84305899,@mention it won't last too long...the storm that is.. :) nice & sunny in my neck of the woods..
315121371,FALSE,10,Yes,1,20,1,finalized,,Negative,84305736,God it's been raining on and off...that's what you get for Michigan weather
315121066,FALSE,10,Yes,0.5999,20,1,finalized,,Negative,84305604,@mention oh hot dayum. Lmao & locked out my house waiting for a key company to come lmao
315121560,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84305541,Am I the only person who heard that loud thundering storm last night or was that just me?
315120991,FALSE,10,Yes,1,20,1,finalized,,Negative,84305417,A storm with quarter-sized hail is making the situation in Joplin even tougher {link}
315121613,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84305262,Severe Thunderstorm Warning for Allen and Van Wert County in OH until 7:45pm EDT. #ohwx
315120796,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84305178,RT @mention: Looks like t-storm with 60+ mph winds within 30 minutes of downtown #joplin
315120733,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84305051,"Thunderstorm Light Drizzle in Vicinity and 68 F at Jacksonville Municipal Airport, IL Winds are from the South at 13.8  {link}"
315120851,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84305046,Northern IN likely to go under a weather watch per SPC soon...details to come.
315121680,FALSE,10,Yes,0.4951,20,1,finalized,,Negative,84304985,"RT @mention: Weather Chanel cameraman turns away from recovery of body live, after EF4 tornado slams Joplin Missouri. CNN, MSNBC : ..."
315121669,FALSE,10,Yes,1,20,1,finalized,,Negative,84304976,"Good dreary, rainy, foggy, drizzly, misty, stormy morning everyone."
315121663,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84304907,Weather Alert: Flood Warning issued May 22 at 6:32PM MDT expiring May 23 at 9:32AM MDT by NWS Glasgow {link}... {link}
315121689,FALSE,10,Yes,0.9038,20,1,finalized,,Tweet not related to weather condition,84304871,RT @mention: Community Blood Center Media Blood drive Tues Noon-6 at Westridge Mall by Penneys lower level - Blood to help Joplin st ...
315121317,FALSE,10,Yes,1,20,1,finalized,,Negative,84304741,@mention they got me goin out in this storm..riskin my life..just cause I can't afford to miss a day of class..smh!
315121604,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84304614,Severe Thunderstorm Warning for Kay and Noble County until 6:45pm. {link}
315120867,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84304558,"Severe Storm Damage In Southeast Wisconsin: At the height of Sunday's severe storms, thousands lost power in... {link}"
315120863,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84304530,Militants storm Pakistani naval base in Karachi \n    (AP)\n: AP - Islamist militants stormed a naval base in t... {link}
315120817,FALSE,10,Yes,0.804,20,1,finalized,,Negative,84304127,it's 80 degrees for what?
315121395,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84051983,#WEATHER:  2:55 pm : 86.0F. Feels F. 30.06% Humidity. 4.6MPH Southeast Wind.
315121587,FALSE,10,Yes,0.6968,20,1,finalized,,Negative,84051941,Idk y she got all this COLD air blowing out on the baby like this....
315121678,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84051926,#WEATHER:  4:53 pm : 89.0F. Feels F. 29.72% Humidity. 21.9MPH South Wind.
315121498,FALSE,10,Yes,0.9034,20,1,finalized,,Tweet not related to weather condition,84051784,Ppl lookin like hot ghetto messes of tha week out here! Lmbooooo
315121630,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84051653,just informed my sister that canucks fans stole 'the green man' from its always sunny in philly...she was surprised. THE MORE YOU KNOW ---*
315121470,FALSE,10,Yes,0.898,20,1,finalized,,Tweet not related to weather condition,84051602,@mention Ahem! I love a bit of Snow Patrol! Have this band on now tho.  What do u think?  {link}
315121131,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84051508,"Ashley and Storm were watching Old Boy. It's dubbed, unfortunately, but whatevs."
315121027,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84051334,#WEATHER:  1:53 pm : 59.0F. Feels 58F. 30.06% Humidity. 6.9MPH West Wind.
315121028,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84051300,#WEATHER:  12:52 am: 74.0F. Feels F. 30.03% Humidity. 5.8MPH Southeast Wind.
315121256,FALSE,10,Yes,1,20,1,finalized,,Positive,84051273,Sundress weather is the best weather.
315120923,FALSE,10,Yes,0.9031,20,1,finalized,,Tweet not related to weather condition,84051249,Just seen this toyota commercial and im thinking why would a truck have to go thru almost 300 degrees?
315121436,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84051181,Visit {link} & #NowPlaying on {link} Long Way To Fall by Malibu Storm
315121133,FALSE,10,Yes,0.7035,20,1,finalized,,Tweet not related to weather condition,84051178,"Italian toddler left by dad in hot car dies - Yahoo! News {link} #WTF? ALERT, #PullUp! #Get heads out of Winter Den! #HotNow!"
315121062,FALSE,10,Yes,1,20,1,finalized,,Positive,84051155,So far today is pretty great weather wise for this 7lb hot dog BBQ.
315121586,FALSE,10,Yes,0.8975,20,1,finalized,,Tweet not related to weather condition,84050968,"@mention BTW, the guy who says the world is ending today has $7M in the bank. Because, you know, he's saving for a rainy day."
315120816,FALSE,10,Yes,1,20,1,finalized,,Neutral / author is just sharing information,84050878,RT @mention: It'll be sunny again by time you land RT @mention: Every time I think about going back to Portland it starts ra ...
315120947,FALSE,10,Yes,0.8998,20,1,finalized,,Negative,84050868,"Me and katilyn chatting up the movie, walk outside.. OMG. Sprint to car. We don't like thunder storms. #mature"
315120959,FALSE,10,Yes,1,20,1,finalized,,Tweet not related to weather condition,84050482,@mention A cheers to #ACBW with @mention Blue Dot Double IPA. Bottled sunshine.
315120718,FALSE,10,Yes,0.8974,20,1,finalized,,Negative,84050466,it's hot  as #Truck outside
